Data,Vidro,Qtde,Área (m2),Rendimento (%),dia,mes,ano,meta_forno,data2,dia_02
2025-01-21 17:07:49,CZFL08,2,1.93,0.1915,21,1,2025,700,2025-01-21,21-Ter
2025-01-21 17:07:49,VDFL08,1,0.91,0.0903,21,1,2025,700,2025-01-21,21-Ter
2025-01-21 17:07:49,ICFL08,4,5.07,0.5025,21,1,2025,700,2025-01-21,21-Ter
2025-01-21 17:08:08,VDFL08,4,2.83,0.2803,21,1,2025,700,2025-01-21,21-Ter
2025-01-21 17:08:08,ICFL08,19,23.27,0.5771,21,1,2025,700,2025-01-21,21-Ter
2025-01-22 06:05:55,VDFL08,1,1.27,0.1265,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:06:30,CZFL08,1,0.79,0.0784,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:06:30,VDFL08,6,3.49,0.3459,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:06:30,ICFL08,2,2.92,0.2897,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:11:53,VDFL08,1,0.59,0.0585,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:11:53,CZFL08,1,1.56,0.1548,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:11:53,ICFL08,4,5.41,0.5362,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:25:45,CZFL08,4,3.46,0.3433,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:25:45,VDFL08,4,2.29,0.2269,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:25:45,ICFL08,2,1.73,0.1711,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:35:25,CZFL08,3,3.01,0.2986,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:35:25,ICFL08,5,3.68,0.3651,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:35:25,VDFL08,2,0.79,0.0781,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:41:11,ICFL08,3,2.28,0.2264,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:41:11,CZFL08,1,1.03,0.1022,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:41:11,VDFL08,6,3.62,0.3586,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:48:17,ICFL08,2,4.65,0.4613,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:48:17,VDFL08,7,3.14,0.3113,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:55:40,ICFL08,5,5.0,0.4955,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 06:55:40,VDFL08,4,1.69,0.1672,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:03:23,ICFL08,4,6.07,0.6022,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:03:23,VDFL08,5,1.82,0.0903,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:09:03,CZFL08,3,1.42,0.1409,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:09:03,ICFL08,9,10.85,0.5382,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:17:37,VDFL08,9,4.41,0.2186,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:23:41,ICFL08,2,4.46,0.4425,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:30:14,CZFL08,1,0.43,0.0427,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:30:14,ICFL08,3,3.71,0.3681,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:30:14,VDFL08,4,1.66,0.1647,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:37:53,ICFL08,6,8.25,0.8183,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:45:53,VDFL08,1,0.28,0.0278,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:45:53,ICFL08,3,6.43,0.6384,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:45:53,CZFL08,1,0.64,0.0635,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:52:49,VDFL08,4,1.94,0.1923,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:52:49,CZFL08,1,0.54,0.0536,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 07:52:49,ICFL08,2,4.45,0.4415,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:05:19,VDFL08,3,1.71,0.1696,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:05:19,CZFL08,2,1.18,0.1171,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:05:19,ICFL08,9,12.41,0.6156,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:19:33,VDFL08,1,0.42,0.0417,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:19:33,ICFL08,4,7.24,0.7183,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:19:33,CZFL08,2,0.62,0.0308,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:27:34,ICFL08,3,3.27,0.3239,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:27:34,VDFL08,10,3.06,0.1518,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:34:55,ICFL08,13,17.27,0.5713,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:49:20,CZFL08,2,1.87,0.1855,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:49:20,VDFL08,8,3.41,0.3386,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:51:03,ICLA12,2,3.12,0.3095,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:57:40,VDFL08,9,3.04,0.3014,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 08:57:40,CZFL08,3,4.33,0.4296,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:03:35,VDFL08,5,3.22,0.3196,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:03:35,CZFL08,3,3.35,0.3318,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:03:35,ICFL08,2,1.05,0.1042,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:12:07,CZFL08,3,2.32,0.2302,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:12:07,VDFL08,1,1.89,0.1875,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:12:07,ICFL08,3,3.02,0.3001,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:18:53,VDFL08,8,2.82,0.2796,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:18:53,CZFL08,1,0.8,0.0794,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:18:53,ICFL08,3,3.52,0.3492,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:24:55,CZFL08,2,1.7,0.1682,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:24:55,ICFL08,8,5.73,0.5685,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:32:50,CZFL08,2,1.42,0.1409,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:32:50,ICFL08,10,11.45,0.5681,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:38:58,VDFL08,1,0.28,0.0273,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:46:55,CZFL08,1,0.8,0.0794,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:46:55,VDFL08,1,0.47,0.0466,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:46:55,ICFL08,14,12.48,0.6193,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:53:54,CZFL08,1,1.58,0.1567,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 09:53:54,VDFL08,1,0.47,0.0466,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:00:41,CZFL08,4,2.93,0.2907,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:00:41,VDFL08,4,3.01,0.2989,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:00:41,ICFL08,2,2.13,0.2113,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:07:53,CZFL08,1,0.8,0.0794,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:07:53,ICFL08,3,3.08,0.3051,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:07:53,VDFL08,6,5.01,0.2485,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:15:22,CZFL08,1,0.14,0.0139,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:15:22,ICFL08,7,6.63,0.6582,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:23:16,CZFL08,1,0.18,0.0179,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:23:16,ICFL08,6,7.14,0.7086,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:23:16,VDFL08,1,0.44,0.0437,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:29:42,ICFL08,5,7.04,0.6986,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:37:07,VDFL08,2,0.61,0.0605,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:37:07,CZFL08,3,4.75,0.4709,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:37:07,ICFL08,8,8.42,0.4177,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:44:45,CZFL08,11,5.76,0.2855,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 10:52:00,ICFL08,10,11.22,0.371,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:05:47,CZFL08,1,0.59,0.0585,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:05:47,ICFL08,9,6.81,0.6756,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:13:14,CZFL08,1,0.99,0.0982,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:13:14,ICFL08,16,14.99,0.7437,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:26:45,VDFL08,2,0.71,0.0707,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:26:45,CZFL08,1,0.43,0.0427,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:26:45,ICFL08,9,14.5,0.719,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:41:04,VDFL08,2,0.71,0.0707,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:41:04,CZFL08,1,0.41,0.0407,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 11:41:04,ICFL08,28,30.45,0.7551,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:03:32,CZFL08,1,0.56,0.0556,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:11:32,ICFL08,8,7.46,0.7406,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:19:56,CZFL08,2,0.84,0.0833,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:19:56,ICFL08,7,6.57,0.6518,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:27:18,CZFL08,4,1.36,0.1349,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:27:18,ICFL08,18,11.42,0.5665,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:33:07,CZFL08,1,0.56,0.0556,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:39:55,ICFL08,6,5.54,0.5496,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:39:55,CZFL08,2,0.56,0.0556,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 12:48:13,ICFL08,9,7.22,0.7164,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 13:03:21,VDFL08,1,0.88,0.0873,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 13:03:21,ICFL08,31,27.53,0.6828,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 13:22:50,CZFL08,3,1.02,0.1012,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 13:30:17,ICFL08,25,19.1,0.6317,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 13:43:49,CZFL08,4,1.52,0.0756,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 13:51:27,ICFL08,8,6.19,0.6139,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 14:00:09,CZFL08,1,0.34,0.0337,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 14:00:09,ICFL08,79,94.0,0.7772,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 15:18:53,ICLA12,1,1.56,0.1548,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 15:24:08,ICFL08,37,37.5,0.7441,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:08:43,CZFL08,1,0.57,0.0565,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:08:43,ICFL08,11,10.79,0.5352,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:16:20,CZFL08,5,2.9,0.1436,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:22:54,ICFL08,6,6.78,0.6721,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:28:56,CZFL08,3,1.84,0.183,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:28:56,ICFL08,10,12.41,0.6156,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:35:56,CZFL08,5,4.53,0.2247,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:43:40,ICFL08,8,10.67,1.0587,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:43:40,VDFL08,1,1.07,0.1062,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 16:59:08,ICFL08,13,12.29,0.6097,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 17:05:28,VDFL08,3,3.83,0.19,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 17:11:55,CZFL08,2,2.79,0.2768,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 17:11:55,ICFL08,7,10.02,0.4969,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 17:19:54,CZFL08,1,1.46,0.1448,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 17:27:01,ICFL08,9,7.22,0.7163,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 17:34:18,ICFL06,2,0.93,0.0918,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 17:34:18,CZFL06,6,3.79,0.3765,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 17:34:18,ICFL08,8,3.13,0.3108,22,1,2025,700,2025-01-22,22-Qua
2025-01-22 17:34:18,CZFL08,2,1.2,0.119,22,1,2025,700,2025-01-22,22-Qua
2025-01-23 06:03:56,ICFL08,6,7.22,0.7165,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:04:34,VDFL08,1,0.34,0.0337,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:04:34,ICFL08,6,6.07,0.6017,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:04:34,CZFL08,1,0.41,0.0407,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:11:02,VDFL08,3,4.03,0.3993,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:11:02,ICFL08,6,7.59,0.3764,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:17:30,CZFL08,6,2.82,0.2798,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:23:30,ICFL08,6,7.96,0.7897,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:37:15,CZFL08,1,0.47,0.0466,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:37:15,ICFL08,6,8.2,0.813,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:37:15,VDFL08,1,0.28,0.0278,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:44:36,ICFL08,6,7.41,0.7346,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:52:35,CZFL08,3,1.5,0.1493,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:52:35,ICFL08,6,6.1,0.6048,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:59:26,CZFL08,8,3.67,0.3646,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 06:59:26,ICFL08,9,6.51,0.3229,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:06:51,CZFL08,3,1.98,0.1964,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:06:51,VDFL08,3,1.78,0.0883,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:12:31,CZFL08,3,1.92,0.19,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:12:31,ICFL08,10,4.18,0.4152,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:25:26,CZFL08,3,1.92,0.1905,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:25:26,ICFL08,4,2.91,0.2887,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:25:26,VDFL08,2,1.28,0.127,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:34:06,CZFL08,2,1.08,0.1071,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:34:06,VDFL08,1,0.54,0.0536,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:34:06,ICFL08,9,4.4,0.4365,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:41:21,CZFL08,6,1.66,0.1647,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:41:21,VDFL08,3,1.36,0.1354,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:41:21,ICFL08,20,9.75,0.4834,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 07:57:07,CZFL08,10,2.95,0.1465,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 08:01:35,ICFL08,5,1.66,0.1647,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 08:09:20,ICFL10,9,23.22,0.5759,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 08:41:59,CZFL06,1,0.38,0.0375,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 08:41:59,ICFL06,7,5.48,0.544,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 08:57:02,CZFL06,3,1.54,0.1527,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 08:57:02,ICFL06,21,19.88,0.6574,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 09:07:55,CZFL06,2,0.93,0.0925,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 09:13:52,ICFL06,7,6.14,0.6087,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 09:13:52,CZFL06,4,2.72,0.1352,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 09:19:50,ICFL06,38,28.79,0.714,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 09:41:48,CZFL06,2,2.79,0.2768,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 09:41:48,ICFL06,9,8.45,0.4192,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 09:47:05,CZFL06,4,4.11,0.4077,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 09:53:07,ICFL06,176,162.75,0.702,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 13:23:23,CZFL06,1,1.35,0.1339,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 13:23:23,ICFL06,28,33.11,0.657,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 13:45:06,CZFL06,4,5.48,0.272,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 13:51:08,ICFL06,6,6.92,0.6868,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 13:57:12,ICFL06,35,31.0,0.769,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:19:39,CZFL06,1,0.69,0.0682,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:19:39,ICFL06,16,14.54,0.721,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:31:23,CZFL06,3,1.38,0.1364,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:31:23,ICFL06,6,6.84,0.6786,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:35:28,CZFL06,4,2.29,0.2273,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:35:28,ICFL06,7,5.02,0.4977,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:40:34,CZFL06,3,1.29,0.1284,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:40:34,ICFL06,4,6.81,0.6757,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:46:37,CZFL06,9,5.5,0.5455,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:46:37,ICFL06,3,2.06,0.2045,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:58:05,CZFL06,6,3.89,0.3864,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:58:05,ICFL06,6,3.85,0.3815,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:58:51,CZFL06,6,3.44,0.3412,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 14:58:51,ICFL06,107,36.09,0.5967,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 15:26:41,CZFL06,1,0.35,0.0347,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 15:32:31,ICFL06,34,12.07,0.5988,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 15:36:25,CZFL06,5,2.09,0.1038,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 15:41:21,ICFL06,9,6.18,0.6134,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 15:47:34,CZFL06,4,1.81,0.1794,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 15:47:34,ICFL06,9,5.29,0.5247,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 15:52:59,CZFL06,23,14.0,0.6942,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 16:02:10,ICFL06,20,16.21,0.5359,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 16:15:29,CZFL06,1,0.29,0.0288,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 16:15:29,ICFL06,22,12.16,0.6034,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 16:26:09,ICFL08,12,22.25,0.7356,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 16:40:54,CZFL08,1,0.43,0.0427,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 16:40:54,ICFL08,40,67.49,0.7439,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 17:43:37,ICFL06,9,6.45,0.6394,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 17:43:37,ICFL08,1,1.23,0.122,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 17:59:46,ICFL10,1,4.43,0.4395,23,1,2025,700,2025-01-23,23-Qui
2025-01-23 18:00:08,ICFL08,3,2.91,0.1443,23,1,2025,700,2025-01-23,23-Qui
2025-01-24 06:14:02,ICFL06,161,104.69,0.611,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 07:52:54,ICFL08,6,7.06,0.7004,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 07:52:54,VDFL08,1,0.89,0.0883,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 07:57:09,ICFL08,42,55.27,0.7834,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 08:41:35,CZFL08,1,0.93,0.0923,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 08:48:11,ICFL08,6,7.03,0.6969,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 08:55:07,CZFL08,2,2.76,0.2738,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 08:55:07,ICFL08,1,2.34,0.2321,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 08:55:07,VDFL08,2,2.67,0.2644,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 09:02:51,ICFL08,4,6.92,0.686,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 09:02:51,VDFL08,1,1.53,0.1523,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 09:09:43,ICFL08,4,5.0,0.4965,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 09:09:43,VDFL08,2,2.28,0.2262,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 09:16:56,ICFL08,26,32.41,0.8037,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 09:49:29,ICFL04,2,4.0,0.3963,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 09:49:29,ICFL08,12,15.51,0.7695,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 09:53:04,LAIC10,2,4.0,0.3963,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 09:53:04,VDFL08,1,0.9,0.0888,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:02:25,ICFL08,6,7.84,0.7783,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:07:48,VDFL08,1,0.13,0.0129,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:07:48,ICFL08,18,14.79,0.7337,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:21:26,ICLA16,1,0.41,0.0407,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:21:26,ICFL08,16,15.29,0.7587,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:36:22,VDFL08,1,0.8,0.0791,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:36:22,ICFL08,9,7.43,0.7374,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:42:25,VDFL08,1,0.8,0.0791,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:42:25,ICFL08,5,7.61,0.755,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:50:28,CZFL08,2,0.56,0.056,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:50:28,VDFL08,2,1.59,0.1582,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:50:28,ICFL08,6,6.09,0.6038,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:58:40,CZFL08,4,1.43,0.1423,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 10:58:40,ICFL08,18,21.83,0.7219,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:11:43,CZFL08,3,2.06,0.1021,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:20:49,ICFL08,8,15.46,0.7669,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:34:42,CZFL08,4,1.61,0.1599,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:34:42,ICFL08,14,14.28,0.7085,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:42:28,VDFL08,1,0.36,0.036,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:50:50,CZFL08,1,0.29,0.0293,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:50:50,VDFL08,3,1.28,0.1268,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:50:50,ICFL08,11,11.98,0.5944,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:55:31,VDFL08,1,0.52,0.0511,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 11:56:13,ICFL08,30,28.16,0.9314,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 12:20:12,VDFL08,2,0.94,0.0465,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 12:26:54,ICFL08,16,13.27,0.658,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 12:47:50,VDFL08,2,0.8,0.0793,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 12:47:50,ICFL08,13,13.47,0.6683,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 12:56:24,CZFL08,7,4.63,0.2295,24,1,2025,700,2025-01-24,24-Sex
2025-01-24 12:56:44,VDFL08,2,0.88,0.0875,24,1,2025,700,2025-01-24,24-Sex
